"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"MedicationRequest-tw-ContinuousPrescription","MedicationRequest.medication[x]:medicationCodeableConcept.coding:snomedct-medication-codes","MedicationRequest.medication[x].coding","snomedct-medication-codes","","",0,1,"Y","","","Coding {[CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Coding-tw]]} {[]}
","此為SNOMED CT代碼，若機構已有購買相關授權，亦可使用。","由專門術語系統（terminology system）所定義之代碼的參照。","代碼可以在列舉清單（enumerations）或代碼清單（code lists）中非常隨意地定義，直至有非常正式的定義，如SNOMED CT—更多資訊見HL7 v3核心原則（Core Principles ）。編碼的排序是未定義的因而 **必須沒有（SHALL NOT）** 被用來推斷意義。一般來說，最多只有一個編碼值（coding values）會被標記為UserSelected = true。","允許代碼系統中的替代編碼，以及翻譯到其他編碼系統。","","","","","","","",,"required","可參考[SNOMEDCTMedicationCodes](http://hl7.org/fhir/R4/valueset-medication-codes.html)值集，但此值集只是針對這個欄位的一個可能值的範例，不預期也不鼓勵使用者一定要使用此值集的代碼。","http://hl7.org/fhir/ValueSet/medication-codes","",,,,"CodeableConcept.coding",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationRequest-tw-ContinuousPrescription","MedicationRequest.medication[x]:medicationCodeableConcept.text","MedicationRequest.medication[x].text","","","",0,1,"Y","","Y","string {[]} {[]}
","概念的文字表示法","輸入資料的使用者所見／所選／所說的人類可讀文字表述，和（或）其代表使用者的預期含義。","很多時候，此文字表述與其中一個代碼的顯示名稱相同。","專門術語中的代碼並不總是能捕捉人類使用的細微差別的正確意義，或者根本就沒有合適的代碼；這些情況下，文字表述被用來捕捉來源的全部意義。","","","","","","","",,,,,"",,,,"CodeableConcept.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationRequest-tw-ContinuousPrescription","MedicationRequest.subject","MedicationRequest.subject","","","",1,1,"Y","","Y","Reference {[]} {[CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Patient-twcore], CanonicalType[http://hl7.org/fhir/StructureDefinition/Group]]}
","為誰或哪個實體集合（例如：特定的一群人）所開立的藥品處方","連結至一個或一組即將給予藥品的人","藥品處方的對像是必填的。對於不提供實際對象的次級使用案例，仍然必須指定一個匿名對象。","","","","","","","","",,,,,"",,,,"MedicationRequest.subject",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationRequest-tw-ContinuousPrescription","MedicationRequest.encounter","MedicationRequest.encounter","","","",0,1,"Y","","","Reference {[]} {[CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Encounter-twcore]]}
","連結至一個或一組即將給予藥品的人","建立此[x]的就醫（Encounter），或與此藥品處方紀錄密切相關的就醫。","這通常是事件發生的就醫（Encounter），但有些活動可能是在就醫完成之前或之後發生，但仍與就醫的情境相關。如果需要與照護事件相聯繫，它們將用一個擴充資料項目來處理。","","","","","","","","",,,,,"",,,,"MedicationRequest.encounter",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationRequest-tw-ContinuousPrescription","MedicationRequest.supportingInformation","MedicationRequest.supportingInformation","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","任何與藥品處方相關的補充資訊","任何與藥品處方相關的補充資訊（例如：病人身高及體重）","","","","","","","","","",,,,,"",,,,"MedicationRequest.supportingInformation",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationRequest-tw-ContinuousPrescription","MedicationRequest.authoredOn","MedicationRequest.authoredOn","","","",0,1,"Y","","Y","dateTime {[]} {[]}
","藥品處方請求最初何時被撰寫？","處方最初書寫或撰寫的日期（或許也有時間）。","","","","","","","","","",,,,,"",,,,"MedicationRequest.authoredOn",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationRequest-tw-ContinuousPrescription","MedicationRequest.requester","MedicationRequest.requester","","","",0,1,"Y","","Y","Reference {[]} {[CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Practitioner-twcore], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Organization-hosp-twcore], CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Patient-twcore], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device]]}
","誰／什麼提出藥品處方請求？","發起藥品處方請求並對其有效負責的個人、組織或設備。","","","","","","","","","",,,,,"",,,,"MedicationRequest.requester",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationRequest-tw-ContinuousPrescription","MedicationRequest.performer","MedicationRequest.performer","","","",0,1,"","","","Reference {[]} {[CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Practitioner-twcore], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Organization-hosp-twcore], CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Patient-twcore], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson], CanonicalType[http://hl7.org/fhir/StructureDefinition/CareTeam]]}
","預期的給藥執行者","具體說明的藥物治療執行者（例如：給藥的執行者）。","","","","","","","","","",,,,,"",,,,"MedicationRequest.performer",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationRequest-tw-ContinuousPrescription","MedicationRequest.performerType","MedicationRequest.performerType","","","",0,1,"","","","CodeableConcept {[CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/CodeableConcept-tw]]} {[]}
","所需的給藥執行者種類","表明給藥的執行者的型別","如果具體說明中未表明執行者，則表明執行者必須是具體的型別。如果具體說明有執行者，那麼如果指定的執行無法獲得則需說明指定執行者的要求條件。","","","","","","","","",,"example","可參考[Procedure Performer Role Codes](http://hl7.org/fhir/R4/valueset-performer-role.html)代碼表，但此代碼表只是針對這個欄位的一個可能值的示例，不預期也不鼓勵使用者一定要使用此代碼表的代碼。","http://hl7.org/fhir/ValueSet/performer-role","",,,,"MedicationRequest.performerType",0,1,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationRequest-tw-ContinuousPrescription","MedicationRequest.recorder","MedicationRequest.recorder","","","",0,1,"","","","Reference {[]} {[CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Practitioner-twcore], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole]]}
","輸入藥品處方請求的人","代表另一個人輸入醫令的人，例如：在口頭或電話指示下的情況。","","","","","","","","","",,,,,"",,,,"MedicationRequest.recorder",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationRequest-tw-ContinuousPrescription","MedicationRequest.reasonCode","MedicationRequest.reasonCode","","","",0,*,"","","","CodeableConcept {[]} {[]}
","開立醫令或不開立醫令的原因或指示","開立或不開立藥品醫令的原因或指示","這可能是一個診斷代碼。如果存在完整的病情、問題或診斷（condition）紀錄或需要附加的細節，請使用 reasonReference。","","","","","","","","",,"example","可參考[Condition/Problem/Diagnosis Codes](http://hl7.org/fhir/R4/valueset-condition-code.html)代碼表，但此代碼表只是針對這個欄位的一個可能值的示例，不預期也不鼓勵使用者一定要使用此代碼表的代碼。","http://hl7.org/fhir/ValueSet/condition-code","",,,,"MedicationRequest.reasonCode",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationRequest-tw-ContinuousPrescription","MedicationRequest.reasonReference","MedicationRequest.reasonReference","","","",0,*,"Y","","","Reference {[]} {[CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Condition-twcore], CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Observation-laboratoryResult-twcore]]}
","開立處方的原因，例如：病情、問題或診斷（condition）或者檢驗檢查（observation）","開立藥品醫令的原因，例如：病情、問題或診斷（condition）或者檢驗檢查（observation）。","藥品醫令開立的原因參照，例如：病情、問題或診斷（condition）或者檢驗檢查（observation）。如果只能有一個代碼存在，則使用reasonCode。","","","","","","","","",,,,,"",,,,"MedicationRequest.reasonReference",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationRequest-tw-ContinuousPrescription","MedicationRequest.instantiatesCanonical","MedicationRequest.instantiatesCanonical","","","",0,*,"","","Y","canonical {[]} {[]}
","實例化FHIR計畫書（protocol）或定義","指向此藥品處方全部或部分遵守的計畫書（protocol）、指南（guideline）、醫令集（orderset）或其他定義的URL。","","","","","","","","","",,,,,"",,,,"MedicationRequest.instantiatesCanonical",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationRequest-tw-ContinuousPrescription","MedicationRequest.instantiatesUri","MedicationRequest.instantiatesUri","","","",0,*,"","","Y","uri {[]} {[]}
","實例化外部計畫書（protocol）或定義","指向此藥品處方全部或部分的外部維護之計畫書（protocol）、指南（guideline）、醫令集（orderset）或其他定義的URL。","","","","","","","","","",,,,,"",,,,"MedicationRequest.instantiatesUri",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationRequest-tw-ContinuousPrescription","MedicationRequest.basedOn","MedicationRequest.basedOn","","","",0,*,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/CarePlan], CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/MedicationRequest-twcore], CanonicalType[http://hl7.org/fhir/StructureDefinition/ServiceRequest], CanonicalType[http://hl7.org/fhir/StructureDefinition/ImmunizationRecommendation]]}
","此MedicationRquest是基於什麼而履行？","透過藥品處方請求，一項計畫或請求已全部或部分被履行","","","","","","","","","",,,,,"",,,,"MedicationRequest.basedOn",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationRequest-tw-ContinuousPrescription","MedicationRequest.groupIdentifier","MedicationRequest.groupIdentifier","","","",0,1,"","","Y","Identifier {[]} {[]}
","此為綜合請求的一部分","由單一作者或多或少同時授權之所有服務請求的共用識別碼，代表一個藥品處方的群組識別碼","","請求是透過「基於 」關係（即一個請求履行另一個請求）或透過有一個共同的醫令單來連接。從改變它們的狀態或在最初建立後維護它們的角度來看，同一醫令單的請求通常會被獨立處理。","","","","","","","",,,,,"",,,,"MedicationRequest.groupIdentifier",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
